artist,avg_pop,avg_duration,avg_temp,avg_energy,avg_danceability,avg_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,rating_np,rating_ps,rating_pk,rating_hi,rating_svm
Aaliyah,37,250608,109.57,0.64,0.7,-6.04,0.1,0.01,0.25,0.14,0.64,,,,,
Aalson,29,356478,124.33,0.74,0.6,-9.13,0.04,0.65,0.02,0.11,0.18,,,,,
Aandra,24,317832,122.3,0.39,0.6,-14.52,0.05,0.81,0.37,0.12,0.4,,,,,
Aara,22,401094,143.28,0.81,0.22,-6.22,0.09,0.88,0,0.15,0.08,,,,,
Aaron Carl,17,256448,126.35,0.52,0.81,-7.65,0.09,0.34,0.01,0.15,0.54,,,,,
Aaron Carter,27,201524,103.94,0.83,0.73,-5.14,0.07,0.01,0.05,0.2,0.71,,,,,
Aaron Flemming,36,146141,110.59,0.06,0.6,-16.52,0.1,0.9,0.99,0.1,0.23,,,,,
Aaron Frazer,40,211998,119.67,0.53,0.68,-7.53,0.05,0.16,0.42,0.1,0.82,,,,,
Aaron Lee Tasjan,34,230951,123.26,0.62,0.59,-7.33,0.04,0.03,0.38,0.13,0.65,,,,,
Aaron Lewis,41,254028,122.17,0.58,0.59,-6.08,0.03,0,0.3,0.18,0.39,,,,,
Aaron Marshall,22,245557,95.37,0.09,0.18,-26.18,0.04,0.9,0.73,0.19,0.04,,,,,
Aaron May,55,157968,125.97,0.49,0.82,-8.13,0.2,0,0.34,0.14,0.7,,,,,
Aaron Neville,25,226458,124.66,0.42,0.62,-11.1,0.06,0.01,0.54,0.14,0.59,,,,,
Aaron Parks,21,370791,110.37,0.36,0.38,-16.58,0.03,0.89,0.6,0.1,0.32,,,,,
Aaron Shirk,32,269950,143.32,0.62,0.45,-7.52,0.05,0,0.13,0.12,0.23,,,,,
Aaron Shust,38,262209,118.49,0.67,0.4,-5.53,0.04,0,0.07,0.19,0.29,,,,,
Aaron Smith,33,326323,126.2,0.7,0.73,-6.82,0.06,0.08,0.05,0.16,0.53,,,,,
Aaron Static,32,330873,135.01,0.49,0.65,-10.81,0.06,0.76,0.48,0.4,0.1,,,,,
Aaron Taylor,47,219391,104.11,0.36,0.76,-8.27,0.12,0.01,0.44,0.13,0.48,,,,,
Aaron Tippin,37,196440,118.36,0.76,0.66,-5.73,0.03,0,0.12,0.23,0.61,,,,,
Aaron Watson,28,219522,127.39,0.63,0.6,-6.79,0.05,0,0.25,0.2,0.56,,,,,
Aaron West and The Roaring Twenties,27,225932,123.68,0.68,0.52,-6.31,0.05,0,0.35,0.15,0.42,,,,,
Aaryan Shah,56,212162,106.96,0.5,0.54,-9.91,0.07,0.12,0.49,0.21,0.25,,,,,
Aatom,22,201538,92.8,0.1,0.17,-29.95,0.04,0.83,0.89,0.11,0.08,,,,,
Aazar,35,183429,130.45,0.82,0.77,-5.44,0.14,0.21,0.03,0.32,0.41,,,,,
Abandon All Ships,25,201732,131.06,0.91,0.43,-5.26,0.16,0,0.04,0.28,0.24,,,,,
Abandoned,31,247770,137.28,0.67,0.39,-6.68,0.05,0.06,0.2,0.19,0.18,,,,,
Abandoned By Bears,24,162192,114.41,0.93,0.34,-4.35,0.11,0.13,0,0.32,0.34,,,,,
ABBA,44,231904,127.33,0.63,0.55,-8.82,0.04,0.01,0.32,0.19,0.65,,,,,6
Abbath,22,278496,129.85,0.94,0.3,-6.23,0.08,0.84,0,0.25,0.14,,,,,
Abby Anderson,37,190550,132.76,0.53,0.51,-7.52,0.04,0,0.47,0.12,0.35,,,,,
Abby Cates,46,229434,140.35,0.29,0.5,-11.76,0.05,0,0.46,0.15,0.29,,,,,
ABC,31,214356,128.49,0.82,0.65,-6.62,0.09,0,0.12,0.22,0.79,,,,,
Abduction,20,360433,123.54,0.87,0.16,-5.69,0.07,0.87,0,0.33,0.08,,,,,
Abdul Hannan,58,181756,98.4,0.35,0.62,-10.36,0.05,0.04,0.57,0.11,0.22,,,,,
Abel Korzeniowski,29,171991,102.15,0.17,0.25,-19.66,0.04,0.85,0.86,0.13,0.11,,,,,
Abelardo Carbonó y su Conjunto,21,222540,130.58,0.92,0.64,-5.35,0.08,0,0.35,0.16,0.94,,,,,
Abelation,27,172407,123.42,0.58,0.75,-8.68,0.23,0.58,0.17,0.23,0.21,,,,,
Aberdeen,19,69819,128.21,0.94,0.62,-9.96,0.1,0.87,0.81,0.21,0.81,,,,,
Abfahrt Hinwil,19,215477,117.72,0.75,0.54,-11.38,0.06,0.81,0.31,0.2,0.31,,,,,
Abhi The Nomad,49,162469,126.94,0.63,0.77,-7.29,0.16,0,0.35,0.24,0.73,,,,,
Abidaz,21,160857,115.52,0.83,0.79,-6.06,0.26,0,0.2,0.22,0.6,,,,,
Abigail Lapell,23,180676,102.93,0.23,0.57,-13.2,0.03,0.17,0.74,0.1,0.2,,,,,
Abigail Miller,19,257707,106.32,0.23,0.44,-11.84,0.03,0,0.84,0.17,0.32,,,,,
Abigail Williams,20,327119,120.79,0.95,0.27,-4.34,0.11,0.79,0,0.3,0.07,,,,,
Abigor,21,250778,133.55,0.95,0.27,-7.96,0.13,0.6,0.01,0.37,0.09,,,,,
Abiotic,25,273715,113.77,0.88,0.44,-10.43,0.1,0.45,0,0.37,0.18,,,,,
ABK,22,199550,142.62,0.72,0.75,-7.54,0.29,0,0.06,0.32,0.68,,,,,
Ablaze My Sorrow,17,176875,110.01,0.99,0.35,-6.81,0.06,0,0,0.33,0.39,,,,,
Abner Jay,25,228224,136.11,0.5,0.47,-11.51,0.09,0.01,0.57,0.15,0.6,,,,,
Abnormality,19,194550,123.45,0.94,0.25,-5,0.13,0.82,0,0.13,0.31,,,,,
Abominable Putridity,21,173910,123.94,0.96,0.28,-3.2,0.15,0.78,0,0.17,0.22,,,,,
Aborted,22,227866,126.55,0.96,0.32,-4.03,0.14,0.69,0,0.28,0.17,,,,,
Above & Beyond,28,263586,128.71,0.77,0.59,-7.69,0.08,0.3,0.06,0.24,0.32,,,,,
Above Only,29,230248,131.41,0.85,0.48,-5.63,0.05,0.03,0,0.16,0.49,,,,,
Above The Law,28,278818,121.24,0.79,0.73,-4.88,0.24,0,0.01,0.13,0.48,,,,,
ABRA,42,222415,122.38,0.54,0.76,-9.5,0.05,0.15,0.18,0.1,0.69,,,,,
Abraded,21,128548,117.1,0.98,0.26,-6.26,0.17,0.86,0,0.37,0.06,,,,,
Abraham Vazquez,44,181863,124.28,0.6,0.65,-6.56,0.04,0,0.63,0.17,0.74,,,,,
Abruptum,22,187518,95.52,0.79,0.29,-8.25,0.08,0.68,0,0.09,0.12,,,,,
Absence of Mine,29,153863,114.45,0.97,0.32,-3.9,0.12,0.22,0,0.38,0.35,,,,,
Absinth3,32,215461,117.17,0.56,0.64,-12.84,0.05,0.65,0.15,0.09,0.41,,,,,
Absofacto,53,197827,115.07,0.52,0.61,-8.31,0.04,0,0.37,0.15,0.57,,,,,
Absolute Valentine,28,221012,118.96,0.86,0.57,-5.8,0.05,0.67,0.13,0.21,0.28,,,,,
Ab-Soul,43,271724,112.66,0.7,0.62,-7.41,0.29,0,0.25,0.29,0.51,,,,,
Abstract,44,274367,105.06,0.55,0.65,-9.12,0.16,0,0.23,0.13,0.31,,,,,
Abstract & Logic,25,252105,124.24,0.72,0.77,-6.97,0.08,0.23,0.03,0.19,0.52,,,,,
Abstract Aprils,32,253024,98.78,0.15,0.22,-24.2,0.04,0.89,0.89,0.13,0.04,,,,,
Abstract Vision,28,200995,135.21,0.98,0.45,-5.97,0.05,0.77,0,0.31,0.38,,,,,
Abstract Void,19,309152,137.01,0.89,0.45,-6.35,0.05,0.89,0.09,0.16,0.22,,,,,
abstracts,22,200688,126.93,0.99,0.44,-2.99,0.12,0,0,0.29,0.45,,,,,
AbstructA,29,307252,149.99,0.98,0.2,-2.24,0.06,0.01,0.05,0.66,0.35,,,,,
Absu,22,245052,131.87,0.98,0.26,-6.24,0.14,0.55,0,0.16,0.25,,,,,
Absurd Minds,21,282889,141.67,0.93,0.52,-6.56,0.05,0,0.01,0.2,0.66,,,,,
Abul Mogard,26,537973,90.96,0.09,0.12,-24.78,0.05,0.86,0.85,0.1,0.04,,,,,
Abxl,27,152359,119.82,0.47,0.78,-11.13,0.41,0,0.32,0.12,0.62,,,,,
Abysmal Dawn,22,234791,119.27,0.95,0.39,-5.11,0.12,0.29,0,0.15,0.23,6,,,,
Abysmal Lord,16,174887,110.7,0.93,0.21,-6.86,0.09,0.19,0,0.25,0.12,,,,,
Abysmal Torment,18,203345,139.85,0.96,0.36,-4.47,0.11,0.76,0,0.54,0.16,,,,,
Abyss & Judge,23,400150,148.52,0.85,0.58,-6.77,0.08,0.8,0.02,0.09,0.41,,,,,
AC Slater,27,238207,127.82,0.84,0.84,-5.94,0.08,0.32,0.02,0.17,0.62,,,,,
AC/DC,47,234561,122.53,0.81,0.52,-4.61,0.06,0.1,0.04,0.18,0.54,,,0,,8
Accept,39,290910,129.43,0.86,0.47,-7.1,0.07,0.07,0.01,0.24,0.4,,,,,
Acceptance,26,203909,143.1,0.87,0.44,-4.43,0.06,0.05,0.02,0.17,0.45,,,,,
Accessory,22,248134,129.49,0.84,0.68,-6.62,0.16,0.05,0.02,0.31,0.49,,,,,
Ace Aura,27,216369,123.54,0.92,0.52,-1.94,0.11,0.14,0.03,0.23,0.17,,,,,
Ace Frehley,20,246111,133.16,0.93,0.47,-4.91,0.1,0.02,0.01,0.18,0.37,,,,,
Ace Hood,43,221928,126.69,0.67,0.72,-5.91,0.18,0,0.13,0.2,0.39,,,,,
Ace of Base,32,210842,102.27,0.85,0.62,-4.34,0.03,0,0.11,0.24,0.66,,,,,9
Ace of Hearts,37,263471,121.69,0.51,0.57,-11.61,0.04,0.01,0.29,0.16,0.51,,,,,
AceMo,28,372658,126.97,0.76,0.79,-7.89,0.12,0.67,0.11,0.18,0.4,,,,,
Acerina Y Su Danzonera,26,179325,126.76,0.43,0.47,-10.48,0.06,0.45,0.49,0.16,0.82,,,,,
AcesToAces,41,142179,98.75,0.66,0.72,-8.3,0.27,0.7,0.27,0.43,0.69,,,,,
Achillea,32,251829,127.2,0.45,0.51,-13.45,0.04,0.64,0.48,0.22,0.25,,,,,
Achtabahn,41,158921,110.59,0.77,0.71,-5.57,0.11,0.15,0.32,0.2,0.58,,,,,
Acid Arab,24,364422,110.17,0.73,0.62,-6.72,0.05,0.6,0.02,0.13,0.46,,,,,
Acid Dad,24,233398,145.52,0.81,0.48,-6.86,0.04,0.27,0.02,0.11,0.61,,,,,
Acid Ghost,33,182519,118.62,0.62,0.54,-7.26,0.04,0.67,0.64,0.2,0.38,,,,,
Acid King,23,313826,118.92,0.69,0.26,-9.76,0.04,0.76,0,0.15,0.23,,,,,
Acid Pauli,25,380604,119.85,0.52,0.79,-12.04,0.09,0.77,0.26,0.1,0.49,,,,,
Acid Witch,20,217684,118.39,0.88,0.37,-5.63,0.06,0.32,0,0.3,0.38,,,,,
Acidez,27,246351,122.08,0.95,0.43,-4.76,0.1,0,0,0.45,0.47,,,,,
ACIDMAN,27,236319,138.5,0.77,0.44,-4.42,0.06,0.13,0.02,0.19,0.36,,,,,
ACM Gospel Choir,26,250725,116.65,0.62,0.58,-4.85,0.05,0,0.23,0.17,0.49,,,,,
Acoustic Guitar Collective,31,176155,138.39,0.08,0.65,-14.12,0.08,0.93,0.98,0.11,0.36,,,,,
AcousticTrench,34,148905,90.49,0.11,0.6,-19.48,0.04,0.89,0.98,0.11,0.2,,,,,
Acranius,22,183619,136.51,0.91,0.43,-5.82,0.1,0.7,0,0.25,0.29,,,,,
ACRAZE,61,163389,118.3,0.86,0.75,-5.2,0.08,0.3,0.02,0.17,0.5,,,,,
Acres,31,236182,148.07,0.9,0.35,-3.18,0.06,0.01,0.02,0.22,0.2,,,,,
Acronym,19,428633,114.57,0.47,0.46,-16.13,0.05,0.89,0.55,0.22,0.05,,,,,
Acryl madness,21,223092,134.39,0.93,0.46,-3.45,0.07,0.56,0.02,0.16,0.28,,,,,
Acti,25,327970,150.84,0.9,0.62,-5.4,0.17,0.57,0.01,0.35,0.26,,,,,
Action Bronson,42,202889,109.65,0.77,0.56,-5.33,0.29,0,0.3,0.22,0.58,,,,,
Action/Adventure,34,107126,100.68,0.97,0.5,-3.57,0.12,0,0,0.31,0.42,,,,,
Actium,26,242751,130.87,0.49,0.51,-10.7,0.03,0.72,0.41,0.11,0.05,,,,,
Activa,32,201357,137.75,0.94,0.51,-6.54,0.04,0.77,0,0.26,0.26,,,,,
Activator,25,306241,148.99,0.96,0.62,-4.34,0.16,0.4,0.01,0.2,0.26,,,,,
Active Child,29,244089,120.45,0.56,0.49,-9.17,0.04,0.15,0.35,0.14,0.2,,,,,
ACTORS,25,216383,132.74,0.82,0.55,-7.13,0.05,0.5,0.01,0.2,0.52,,,,,
Actress,26,257806,117.82,0.45,0.55,-14.54,0.1,0.65,0.58,0.14,0.32,,,,,
Acústicos & Valvulados,41,225160,116.7,0.85,0.49,-2.95,0.03,0,0,0.24,0.62,,,,,
ACxDC,20,76352,122.47,0.96,0.2,-4.92,0.14,0.64,0,0.27,0.34,,,,,
Ad Brown,24,215091,126.27,0.81,0.65,-8.74,0.05,0.89,0.08,0.12,0.22,,,,,
Ad Dios,23,249297,101.38,0.13,0.39,-20.44,0.04,0.92,0.81,0.1,0.14,,,,,
Ad Infinitum,39,247983,126.81,0.9,0.43,-6.97,0.06,0.01,0,0.17,0.39,,,,,
Ada,27,343691,128.6,0.64,0.71,-11.4,0.08,0.57,0.36,0.16,0.4,,,,,
ADAAM,49,145651,130.57,0.68,0.84,-7.06,0.24,0,0.31,0.19,0.66,,,,,
Adam & The Ants,33,234469,130.17,0.8,0.56,-8.45,0.08,0.01,0.09,0.27,0.65,,,,,
Adam Baldych,24,288175,127.36,0.21,0.47,-17.49,0.04,0.55,0.9,0.1,0.42,,,,,
Adam Beyer,26,400767,128.08,0.83,0.72,-7.05,0.06,0.84,0,0.14,0.27,,,,,
Adam Calhoun,41,174981,120.13,0.65,0.72,-7.36,0.2,0.01,0.12,0.19,0.38,,,,,
Adam Carroll,24,237909,118.55,0.32,0.56,-10.23,0.05,0,0.85,0.25,0.46,,,,,
Adam Crabb,23,234373,104.99,0.48,0.54,-6.27,0.02,0,0.72,0.11,0.22,,,,,
Adam Craig,32,212351,130.66,0.66,0.61,-5.08,0.04,0,0.34,0.1,0.43,,,,,
Adam Dodson,37,144689,85.25,0.19,0.26,-18.15,0.04,0.88,0.94,0.1,0.06,,,,,
Adam Doleac,44,191786,115.74,0.62,0.59,-6.08,0.06,0,0.24,0.18,0.47,,,,,
Adam F,24,277843,130.88,0.95,0.5,-3.95,0.15,0.19,0.01,0.4,0.39,,,,,
Adam Faith,22,141336,116.74,0.46,0.5,-9.58,0.04,0,0.49,0.22,0.62,,,,,
Adam Freeland,26,270797,136.84,0.84,0.62,-5.64,0.06,0.47,0,0.26,0.38,,,,,
Adam Hambrick,36,185723,135.58,0.74,0.51,-4.88,0.05,0,0.09,0.17,0.64,,,,,
Adam Hicks,52,182699,134.16,0.87,0.56,-3.44,0.06,0,0.04,0.08,0.59,,,,,
Adam Hood,24,217658,122.24,0.59,0.55,-5.96,0.03,0,0.21,0.15,0.32,,,,,
Adam Jensen,36,193242,129.18,0.69,0.61,-5.93,0.07,0,0.22,0.18,0.52,,,,,
Adam K,29,282549,126.34,0.67,0.69,-6.87,0.06,0.29,0.05,0.22,0.3,,,,,
Adam Lambert,42,221586,123.18,0.81,0.58,-4.47,0.07,0,0.05,0.2,0.51,,,,,
Adam Nickey,17,422107,138.72,0.97,0.41,-6.87,0.04,0.95,0,0.49,0.32,,,,,
Adam Nitti,23,380024,120.69,0.77,0.54,-9.36,0.04,0.88,0.31,0.17,0.71,,,,,
Adam Oh,46,140184,130.43,0.62,0.7,-8.03,0.17,0,0.22,0.09,0.51,,,,,
Adam Pearce,29,198427,138.26,0.71,0.58,-6.09,0.04,0,0.08,0.45,0.3,,,,,
Adam Port,29,452868,122.25,0.71,0.75,-9.41,0.05,0.65,0.04,0.08,0.43,,,,,
Adam Rafferty,25,203287,118.18,0.25,0.5,-17.38,0.05,0.62,0.75,0.12,0.41,,,,,
Adam Rogers,24,417520,149.49,0.38,0.37,-15.18,0.03,0.74,0.91,0.12,0.58,,,,,
Adam Sanders,34,199367,133.98,0.75,0.59,-5.55,0.05,0,0.16,0.17,0.56,,,,,
Adam Ten,32,358158,121.83,0.73,0.8,-9.83,0.06,0.89,0.01,0.13,0.23,,,,,
Adam Tensta,19,193079,128.68,0.78,0.78,-7.05,0.14,0,0.09,0.35,0.61,,,,,
Adam Turley,45,180615,138.16,0.52,0.66,-7.18,0.05,0,0.26,0.18,0.51,,,,,
Adana Twins,29,421936,122.09,0.73,0.77,-9.27,0.05,0.72,0.02,0.21,0.32,,,,,
Adani & Wolf,28,286041,114.41,0.66,0.68,-9.48,0.04,0.62,0.08,0.18,0.55,,,,,
Adanowsky,35,199769,100.61,0.54,0.52,-8.13,0.04,0.11,0.46,0.12,0.35,,,,,
Adaro,30,231274,145.43,0.93,0.41,-2.82,0.17,0,0.03,0.34,0.23,,,,,
Adawnage,30,282044,109.99,0.7,0.66,-7.42,0.04,0,0.46,0.12,0.61,,,,,
Addex,19,435069,121.75,0.59,0.79,-10.42,0.07,0.73,0.01,0.14,0.57,,,,,
Addict.,47,141455,110.48,0.24,0.63,-15.6,0.05,0.31,0.78,0.11,0.16,,,,,
Addison Grace,46,200211,130.6,0.5,0.63,-8.95,0.04,0,0.3,0.14,0.47,,,,,
Addison Groove,27,298155,126.2,0.8,0.8,-7.17,0.09,0.6,0.01,0.19,0.67,,,,,
Addison Road,33,231840,112.76,0.57,0.5,-7.25,0.03,0,0.22,0.12,0.36,,,,,
Adeaze,31,229945,112.88,0.52,0.63,-6.67,0.06,0,0.47,0.1,0.59,,,,,
Adeben,25,197916,113.22,0.09,0.54,-17.99,0.07,0.94,0.99,0.11,0.16,,,,,
Adel,39,178400,116.73,0.57,0.74,-10.13,0.18,0,0.16,0.14,0.87,,,,,
Adele,63,264931,122.16,0.51,0.56,-7.3,0.05,0.03,0.47,0.13,0.36,,,,9,
Adelitas Way,42,196561,139.63,0.87,0.5,-4.23,0.07,0.02,0.01,0.19,0.48,,,,,
Adelphi Music Factory,32,179908,127.2,0.93,0.72,-4.25,0.17,0.35,0.01,0.35,0.62,,,,,
Adema,28,232546,116.61,0.92,0.49,-4.61,0.08,0.02,0,0.19,0.38,,,,,
Aden,20,148714,111.16,0.46,0.7,-10.6,0.14,0,0.35,0.13,0.51,,,,,
Aden x Asme,39,185435,118.61,0.64,0.73,-6.79,0.16,0,0.24,0.16,0.69,,,,,
Adept,25,237938,119.37,0.92,0.38,-4.25,0.08,0.04,0,0.28,0.28,,,,,
Adestria,24,233480,131.79,0.96,0.32,-3.49,0.12,0,0.01,0.25,0.24,,,,,
Adhemar De Campos,39,289274,120.99,0.44,0.4,-10.81,0.04,0,0.6,0.65,0.33,,,,,
Adhitia Sofyan,45,316091,108.01,0.31,0.49,-10.96,0.03,0,0.68,0.13,0.27,,,,,
Adi Oasis,45,194982,99.47,0.67,0.63,-6.36,0.07,0.15,0.34,0.22,0.73,,,,,
adi.,38,99945,91.63,0.34,0.65,-12.97,0.41,0.32,0.84,0.32,0.37,,,,,
Adia Victoria,37,198065,115.16,0.53,0.57,-8.76,0.05,0.17,0.4,0.1,0.48,,,,,
Adicta,22,233867,131.99,0.84,0.64,-7.48,0.03,0,0.05,0.16,0.51,,,,,
Adieu Aru,43,216024,163.39,0.8,0.55,-7.46,0.05,0.66,0.18,0.1,0.36,,,,,
Adina Howard,34,229128,100.97,0.57,0.75,-7.59,0.06,0,0.14,0.16,0.55,,,,,
Aditya A,51,135431,101.04,0.45,0.72,-9.37,0.04,0,0.61,0.11,0.69,,,,,
Aditya Rikhari,66,184403,123.52,0.33,0.69,-12.65,0.11,0,0.68,0.15,0.49,,,,,
ADL,43,282000,81.9,0.69,0.65,-8.22,0.29,0,0.41,0.07,0.5,,,,,
Admiral Bailey,23,214858,172.45,0.66,0.76,-8.48,0.08,0,0.1,0.15,0.65,,,,,
Admiral Freebee,37,218587,126.72,0.6,0.66,-8.43,0.04,0,0.17,0.29,0.71,,,,,
Admiral Tibet,25,127764,128.85,0.68,0.73,-7.23,0.23,0.01,0.06,0.3,0.82,,,,,
admo,40,194113,119.03,0.72,0.64,-10.14,0.06,0.87,0.16,0.15,0.23,,,,,
Adna,26,227195,122.78,0.41,0.56,-11.07,0.04,0.17,0.52,0.14,0.17,,,,,
Adolescents,27,127843,128.15,0.95,0.37,-5.54,0.11,0.08,0,0.13,0.37,,,,,
Adolf Nomura,38,95201,124.6,0.85,0.63,-5.2,0.07,0.69,0.12,0.13,0.72,,,,,
Adolfo Berón,25,129856,160.22,0.39,0.66,-13.73,0.07,0.85,0.89,0.15,0.79,,,,,
Adolphe Adam,30,253054,83.02,0.18,0.17,-19.57,0.04,0.8,0.84,0.12,0.04,,,,,
Adonis,27,268024,122.34,0.88,0.65,-7.02,0.04,0.03,0,0.04,0.69,,,,,
Adoo,34,170116,111.69,0.63,0.76,-8.14,0.12,0,0.11,0.13,0.73,,,,,
Adorons L'eternel,24,305272,122.7,0.74,0.5,-5.13,0.07,0,0.48,0.69,0.74,,,,,
Adorons L'eternel & Alain Moloto,25,527180,106.89,0.72,0.48,-5.07,0.07,0,0.39,0.31,0.65,,,,,
Adramelech,16,250147,172.25,0.94,0.17,-7.36,0.14,0.88,0,0.36,0.21,,,,,
Adrenalize,31,213603,150.12,0.85,0.46,-5.43,0.05,0.13,0.07,0.22,0.36,,,,,
Adrian Edblad,31,118996,86.86,0.1,0.63,-16.96,0.06,0.9,0.97,0.12,0.21,,,,,
Adrian Hour,21,303982,123.99,0.84,0.76,-6.34,0.07,0.85,0,0.25,0.35,,,,,
Adrian Lux,25,245757,123.86,0.8,0.62,-5.12,0.05,0.31,0.03,0.28,0.39,,,,,
Adrian Sherwood,31,324476,140.04,0.67,0.79,-11.86,0.05,0.84,0.02,0.07,0.3,,,,,
Adriana Evans,29,268792,110.22,0.58,0.66,-7.37,0.09,0.01,0.2,0.11,0.64,,,,,
Adrianwave,32,242640,125.01,0.79,0.73,-9.88,0.25,0.29,0.05,0.1,0.87,,,,,
Adriatique,28,515672,121.03,0.65,0.76,-10.39,0.06,0.78,0.02,0.1,0.28,,,,,
Adriel Favela,36,175134,122.32,0.66,0.74,-6.63,0.05,0,0.36,0.16,0.8,,,,,
Adult Books,23,205037,145.04,0.85,0.5,-5.02,0.04,0.33,0.04,0.17,0.67,,,,,
Adult Mom,30,154435,120,0.49,0.59,-8.85,0.03,0.05,0.38,0.15,0.6,,,,,
ADULT.,26,283996,122.38,0.71,0.74,-5.9,0.05,0.33,0.01,0.08,0.62,,,,,
Advance Patrol,18,272653,81.5,0.71,0.82,-6.46,0.2,0,0.06,0.09,0.48,,,,,
Advent Sorrow,22,321418,140.68,0.91,0.31,-5.44,0.1,0.68,0,0.16,0.09,,,,,
Adventure Club,32,232513,128.01,0.75,0.53,-4.61,0.06,0.07,0.11,0.16,0.27,,,,,
Adventurer,25,191587,144.77,0.91,0.4,-4.43,0.11,0,0.03,0.24,0.35,,,,,
Adventures,22,185516,110.76,0.85,0.41,-5.26,0.05,0.02,0.04,0.24,0.38,,,,,
Ae:ther,25,428843,124.33,0.62,0.73,-11.76,0.05,0.89,0.1,0.15,0.18,,,,,
aekasora,40,207191,126,0.44,0.74,-11.1,0.05,0.83,0.4,0.12,0.48,,,,,
Aeoliah,24,468892,88.98,0.09,0.15,-23.67,0.04,0.9,0.96,0.13,0.05,,,,,
Aeon,20,234521,124.16,0.98,0.43,-5.16,0.16,0.68,0,0.27,0.1,,,,,
Aephanemer,24,350127,115.51,0.9,0.37,-6.97,0.06,0.49,0,0.17,0.2,,,,,
Aer,34,181337,104.57,0.62,0.79,-7.64,0.14,0,0.2,0.15,0.6,,,,,
Aero Chord,41,224704,137.22,0.91,0.64,-3.64,0.08,0.49,0.08,0.21,0.45,,,,,
Aerocity,22,236979,100.86,0.57,0.4,-10.03,0.04,0.67,0.23,0.11,0.07,,,,,
Aerolyn,22,247483,162.19,0.96,0.25,-2.62,0.09,0.01,0,0.29,0.3,,,,,
Aeroplane,28,251869,115.38,0.76,0.78,-7.19,0.07,0.22,0.09,0.1,0.78,,,,,
Aerosmith,35,265554,126.49,0.82,0.44,-5.05,0.06,0,0.1,0.25,0.46,,,,,9
AES DANA,20,465452,128.26,0.46,0.6,-14.22,0.04,0.86,0.18,0.1,0.05,,,,,
Aesma Daeva,22,301007,105.02,0.68,0.39,-7.04,0.06,0.06,0.1,0.23,0.27,,,,,
Aesop Rock,31,247752,113.3,0.73,0.63,-7.82,0.33,0,0.18,0.29,0.65,,,,,
Aesthetic Perfection,22,268640,125.37,0.85,0.56,-6.74,0.05,0.1,0.04,0.27,0.53,,,,,
Aests,34,134388,126.67,0.84,0.76,-6.01,0.28,0.42,0.13,0.23,0.55,,,,,
Aeternam,21,288772,114.72,0.89,0.42,-4.9,0.09,0.21,0.03,0.28,0.28,,,,,
Aether,33,218710,130.87,0.34,0.59,-13.63,0.08,0.53,0.59,0.14,0.08,,,,,
Æther Realm,27,328903,116.52,0.88,0.39,-7.44,0.09,0.41,0,0.26,0.24,,,,,
Aevum,20,194829,105.1,0.94,0.38,-4.29,0.1,0.69,0,0.09,0.36,,,,,
Aexcit,43,160380,116.49,0.77,0.64,-6.08,0.04,0.05,0.12,0.15,0.4,,,,,
Afel Bocoum,26,251960,126.32,0.49,0.5,-10.74,0.11,0.06,0.75,0.17,0.59,,,,,
Affiance,28,243709,129.85,0.95,0.43,-4.44,0.15,0,0,0.17,0.37,,,,,
AFI,33,204266,135.85,0.87,0.41,-4.44,0.07,0.04,0.02,0.19,0.43,,,,,
Afinity,32,239387,115.16,0.55,0.51,-5.95,0.04,0,0.27,0.2,0.28,,,,,
AFK,25,187951,148.02,0.94,0.63,-2.82,0.13,0.14,0.01,0.22,0.33,,,,,
Afous d'Afous,21,358907,155.85,0.74,0.6,-3.87,0.05,0.01,0.01,0.08,0.87,,,,,
Afraid of Destiny,18,364800,124.98,0.97,0.43,-9.58,0.08,0.92,0,0.08,0.04,,,,,
African China,23,316014,101.97,0.88,0.77,-3.13,0.11,0,0.19,0.15,0.93,,,,,
African Head Charge,35,256147,102.93,0.6,0.76,-6.88,0.03,0.69,0.27,0.33,0.56,,,,,
Afrika Bambaataa,30,378910,112.41,0.89,0.78,-6.05,0.14,0,0.02,0.19,0.75,,,,,
Afrique,25,193573,108.56,0.73,0.59,-5.94,0.13,0,0.28,0.17,0.7,,,,,
Afriquoi,38,274967,125.67,0.82,0.73,-7.66,0.06,0.57,0.13,0.11,0.41,,,,,
Afro B,30,193513,112.34,0.63,0.8,-6.44,0.16,0.01,0.07,0.15,0.6,,,,,
Afro Medusa,31,238089,125.22,0.73,0.72,-8.61,0.05,0.61,0.02,0.16,0.47,,,,,
Afrojack,34,238257,129.55,0.84,0.65,-4.75,0.09,0.19,0.08,0.21,0.4,,,,,
Afsky,24,430717,127.19,0.71,0.18,-7.05,0.12,0.71,0.03,0.25,0.06,,,,,
After 7,29,223894,117.46,0.6,0.52,-5.97,0.04,0,0.17,0.16,0.39,,,,,
After Forever,22,314133,132.44,0.75,0.37,-6.23,0.05,0.08,0.05,0.16,0.22,,,,,
After The Burial,30,255342,129.48,0.95,0.41,-4.74,0.13,0.26,0,0.26,0.24,,,,,
Afterglow,27,240998,113.35,0.95,0.45,-5.23,0.08,0.07,0,0.21,0.31,,,,,
Afterlife,28,272283,125.39,0.68,0.57,-9.73,0.07,0.33,0.13,0.17,0.45,,,,,
